Series Name,Series Code,Country Name,Country Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,19,..,..,9.5,..,..,..,5.7,..,17.4,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,27.7,..,..,..,13.3,..,..,..,..,..,11,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.5,..,..,..,..,..,47.8,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,28.6,..,..,..,..,..,..,32.8,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,35,..,..,..,..,..,..,..,38.8,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,26.9,..,..,..,16.4,..,..,..,..,..,10.9,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.8,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,39.4,..,..,..,12.6,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,51,..,..,..,..,34.9,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,..,..,..,6.9,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Mali,MLI,..,..,..,..,..,..,..,..,..,..,60.4,..,..,48.2,..,..,..,..,..,63.5,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.4,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Mauritania,MRT,..,..,..,..,..,..,..,..,..,43.6,..,..,..,..,..,..,..,52.4,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,46.3,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Mexico,MEX,..,..,..,..,..,..,..,..,..,15.1,..,..,..,29.6,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,24.2,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,39.1,..,..,..,8.5,..,..,..,..,..,29.4,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,38.6,..,..,..,27.2,..,..,..,..,..,36.8,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,10.4,..,..,..,11.4,..,..,..,..,..,10.5,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.7,..,..,..,..,..,28.4,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,50.1,..,..,..,..,..,..,..,..,..,..,17.3,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.3,..,9.9,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Namibia,NAM,..,..,..,..,..,..,..,..,..,18.4,..,..,..,..,..,..,..,37.2,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,5.3,..,..,..,40.1,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.8,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,23.2,..,..,..,23.3,..,..,..,..,..,11,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,62,..,..,..,..,..,..,..,27.4,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,53.1,..,..,..,..,..,..,33.1,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,27.7,..,..,..,24.2,..,..,..,..,..,14,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,17.7,..,..,..,..,..,13.2,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Panama,PAN,..,..,..,..,..,..,..,..,..,9.7,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.2,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Paraguay,PRY,..,..,..,..,..,..,..,..,..,28.8,..,..,..,19.5,..,..,..,..,..,..,8.1,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Peru,PER,..,..,..,..,..,..,..,..,..,14.3,..,..,..,8.5,..,..,..,..,..,..,11.4,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,13.4,..,..,..,..,..,10.7,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,22,..,..,..,15.9,..,..,..,..,..,18,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.1,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,36.9,..,..,..,32.7,..,..,..,..,..,23.6,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,35,..,..,28,..,..,..,..,..,..,15.2,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Rwanda,RWA,..,..,..,..,..,..,..,..,..,35.9,..,..,..,..,35.1,..,..,..,..,..,..,..,17,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,16.1,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,São Tomé and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,49.2,..,..,..,..,..,..,51.6,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,27.9,..,..,..,20.1,..,..,..,..,..,5.5,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,34.6,..,..,..,..,..,..,..,65.1,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,17.7,..,..,..,10.6,..,..,..,..,..,2.5,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,16.7,..,..,..,19.6,..,..,..,..,..,4,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.8,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,15.5,..,..,..,..,..,..,..,..,..,..,..,..,8.7,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.1
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.2,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,38.8,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,57.1,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,29.9,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.3,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,36.2,..,..,..,..,..,..,..,14.3,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.3,..,..,..,..,..,6.2,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,"Taiwan, China",TWN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,24.8,..,..,..,..,21.8,..,..,..,..,..,6.1,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Tanzania,TZA,..,..,..,..,..,..,..,..,..,40.6,..,..,..,..,..,..,43.9,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.4,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,20.8,..,..,..,..,..,18.4,..,..,..,..,..,19
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,58.6,..,..,..,..,..,..,51.2,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,14.8,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,29.2,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.9,..,..,..,..,..,..,47.4,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,..,14.3,..,..,..,..,9.3,..,..,..,..,..,26.5,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Uganda,UGA,..,..,..,..,..,..,..,..,..,47.8,..,..,..,..,..,..,19.6,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,34.7,..,..,..,..,16.2,..,..,..,..,..,46.3,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Uruguay,URY,..,..,..,..,..,..,..,..,..,31.3,..,..,..,16,..,..,..,..,..,..,20.6,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,25.1,..,..,..,..,5.8,..,..,..,..,..,5.8,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,29,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,23.4,..,..,..,9.2,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,15,..,..,..,..,..,10.8,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.6,..,..,..,..,..,26.1,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,35.2,..,..,45.5,..,..,..,..,..,..,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,20.1,..,..,..,..,..,29.7,..,..,..,..,..,40.1,..,..
Firms identifying access to finance as a major constraint (%),GFDD.AI.36,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.7,..,..,..,..,55.9,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,East Asia & Pacific (IDA total),DEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Europe & Central Asia (IDA total),DEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Latin America & Caribbean (IDA total),DLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Middle East & North Africa (IDA total),DMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Small island developing states: UN classification,SID,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,South Asia (IDA total),DSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Sub-Saharan Africa (IDA total),DSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.775488,..,..,3.758688,..,..,..,4.714101
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.24507,..,..,14.41238,..,..,..,17.64876
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.70542,..,..,15.57134,..,..,..,12.75945
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.17836,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.28153,..,..,31.87287,..,..,..,59.14341
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.231235,..,..,31.87404,..,..,..,40.33723
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.22094,..,..,93.57966,..,..,..,97.43361
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.29113,..,..,93.51569,..,..,..,99.22798
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.90336,..,..,10.38825,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.6545,..,..,68.65473,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.935634,..,..,30.13482,..,..,..,40.57848
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.28839,..,..,69.34456,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.47918,..,..,96.33167,..,..,..,97.25707
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.70643,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.818648,..,..,24.99182,..,..,..,42.01124
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.91296,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.76544,..,..,33.05404,..,..,..,47.94199
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.38213,..,..,32.43355,..,..,..,51.08929
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.51324,..,..,34.32228,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.9631,..,..,45.88944,..,..,..,70.73873
Electronic payments used to make payments (% age 15+),GFDD.AI.22,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.07182,..,..,41.24396,..,..,..,68.33024
Electronic payments used to make payments (% age 15+),GFDD.AI.22,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.100979,..,..,33.58204,..,..,..,31.0828
