Series Name,Series Code,Country Name,Country Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Loan in the past year (% age 15+),GFDD.AI.14,Curaçao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.55483,..,..,43.9241,..,..,..,48.95091
Loan in the past year (% age 15+),GFDD.AI.14,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.18005,..,..,39.25616,..,..,..,41.60959
Loan in the past year (% age 15+),GFDD.AI.14,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.54676,..,..,53.47555,..,..,..,62.54741
Loan in the past year (% age 15+),GFDD.AI.14,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.86116,..,..,51.12518,..,..,..,45.09407
Loan in the past year (% age 15+),GFDD.AI.14,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.63667,..,..,31.92979,..,..,..,47.10149
Loan in the past year (% age 15+),GFDD.AI.14,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.15198,..,..,49.0588,..,..,..,46.44189
Loan in the past year (% age 15+),GFDD.AI.14,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.66509,..,..,22.59408,..,..,..,29.81138
Loan in the past year (% age 15+),GFDD.AI.14,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.55825,..,..,39.68774,..,..,..,46.82769
Loan in the past year (% age 15+),GFDD.AI.14,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.52005,..,..,41.22153,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.22791,..,..,61.35359,..,..,..,60.46097
Loan in the past year (% age 15+),GFDD.AI.14,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.1122,..,..,51.60543,..,..,..,52.57833
Loan in the past year (% age 15+),GFDD.AI.14,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.71866,..,..,55.95903,..,..,..,57.07645
Loan in the past year (% age 15+),GFDD.AI.14,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.79039,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.64553,..,..,44.91265,..,..,..,40.333
Loan in the past year (% age 15+),GFDD.AI.14,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.15088,..,..,64.07304,..,..,..,66.36215
Loan in the past year (% age 15+),GFDD.AI.14,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.65968,..,..,40.27031,..,..,..,52.20639
Loan in the past year (% age 15+),GFDD.AI.14,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.41958,..,..,26.56574,..,..,..,47.73017
Loan in the past year (% age 15+),GFDD.AI.14,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.20814,..,..,32.40346,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.52156,..,..,39.61552,..,..,..,56.95528
Loan in the past year (% age 15+),GFDD.AI.14,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.65736,..,..,39.68911,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.09188,..,..,33.64684,..,..,..,37.69059
Loan in the past year (% age 15+),GFDD.AI.14,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.61819,..,..,66.35904,..,..,..,73.00596
Loan in the past year (% age 15+),GFDD.AI.14,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.18484,..,..,24.7632,..,..,..,29.60034
Loan in the past year (% age 15+),GFDD.AI.14,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.30186
Loan in the past year (% age 15+),GFDD.AI.14,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.78839,..,..,42.39098,..,..,..,44.79406
Loan in the past year (% age 15+),GFDD.AI.14,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.83613,..,..,54.84489,..,..,..,41.59231
Loan in the past year (% age 15+),GFDD.AI.14,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.84036,..,..,68.20217,..,..,..,61.08551
Loan in the past year (% age 15+),GFDD.AI.14,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.42008,..,..,63.44145,..,..,..,52.86756
Loan in the past year (% age 15+),GFDD.AI.14,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.72649,..,..,63.59414,..,..,..,61.71388
Loan in the past year (% age 15+),GFDD.AI.14,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.48414,..,..,83.18348,..,..,..,83.04182
Loan in the past year (% age 15+),GFDD.AI.14,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.97311,..,..,55.99062,..,..,..,58.89859
Loan in the past year (% age 15+),GFDD.AI.14,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.04128,..,..,..,..,..,..,31.8225
Loan in the past year (% age 15+),GFDD.AI.14,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.42562,..,..,56.55509,..,..,..,64.22101
Loan in the past year (% age 15+),GFDD.AI.14,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.10722,..,..,47.67691,..,..,..,53.52507
Loan in the past year (% age 15+),GFDD.AI.14,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.02389,..,..,45.58685,..,..,..,47.38832
Loan in the past year (% age 15+),GFDD.AI.14,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.39505,..,..,64.37362,..,..,..,76.15883
Loan in the past year (% age 15+),GFDD.AI.14,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,"Korea, Dem. Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.87646,..,..,72.62517,..,..,..,74.66145
Loan in the past year (% age 15+),GFDD.AI.14,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.59853,..,..,44.21854,..,..,..,40.74673
Loan in the past year (% age 15+),GFDD.AI.14,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.80439,..,..,46.09079,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.2072,..,..,32.1839,..,..,..,42.97311
Loan in the past year (% age 15+),GFDD.AI.14,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.36119,..,..,..,41.64669
Loan in the past year (% age 15+),GFDD.AI.14,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.35703,..,..,37.27103,..,..,..,38.92322
Loan in the past year (% age 15+),GFDD.AI.14,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.86481,..,..,36.15774,..,..,..,31.18419
Loan in the past year (% age 15+),GFDD.AI.14,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.00756,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.56691,..,..,..,60.44818
Loan in the past year (% age 15+),GFDD.AI.14,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.0221,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.75423,..,..,45.83328,..,..,..,25.38475
Loan in the past year (% age 15+),GFDD.AI.14,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.85478,..,..,79.32811,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.3338,..,..,47.9069,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.53667,..,..,51.99938,..,..,..,52.88441
Loan in the past year (% age 15+),GFDD.AI.14,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.05158,..,..,39.74086,..,..,..,32.0917
Loan in the past year (% age 15+),GFDD.AI.14,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.74385,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.72711,..,..,43.473,..,..,..,48.64082
Loan in the past year (% age 15+),GFDD.AI.14,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.37348,..,..,47.5433,..,..,..,48.24253
Loan in the past year (% age 15+),GFDD.AI.14,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.16782,..,..,44.24762,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.53809,..,..,37.54908,..,..,..,38.521
Loan in the past year (% age 15+),GFDD.AI.14,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.02969,..,..,31.75387,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.95731,..,..,54.22819,..,..,..,45.47347
Loan in the past year (% age 15+),GFDD.AI.14,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.33811,..,..,50.51431,..,..,..,52.53231
Loan in the past year (% age 15+),GFDD.AI.14,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.80924,..,..,45.17042,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.47101,..,..,..,57.03966
Loan in the past year (% age 15+),GFDD.AI.14,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.16077,..,..,..,44.66505
Loan in the past year (% age 15+),GFDD.AI.14,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.79917,..,..,43.87203,..,..,..,33.0873
Loan in the past year (% age 15+),GFDD.AI.14,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.52988,..,..,63.29244,..,..,..,67.95266
Loan in the past year (% age 15+),GFDD.AI.14,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.00066,..,..,66.07152,..,..,..,53.97969
Loan in the past year (% age 15+),GFDD.AI.14,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.89775,..,..,45.37131,..,..,..,43.91694
Loan in the past year (% age 15+),GFDD.AI.14,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.12617,..,..,78.48107,..,..,..,69.90795
Loan in the past year (% age 15+),GFDD.AI.14,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.08868,..,..,29.7102,..,..,..,38.30778
Loan in the past year (% age 15+),GFDD.AI.14,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.90664,..,..,52.05143,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.71542,..,..,39.55756,..,..,..,54.41129
Loan in the past year (% age 15+),GFDD.AI.14,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.19548,..,..,38.318,..,..,..,42.90728
Loan in the past year (% age 15+),GFDD.AI.14,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.69055,..,..,77.705,..,..,..,78.44526
Loan in the past year (% age 15+),GFDD.AI.14,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.75472,..,..,37.36674,..,..,..,30.16301
Loan in the past year (% age 15+),GFDD.AI.14,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.49254,..,..,30.84432,..,..,..,29.44972
Loan in the past year (% age 15+),GFDD.AI.14,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.72016,..,..,..,34.83397
Loan in the past year (% age 15+),GFDD.AI.14,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.24405,..,..,36.45276,..,..,..,41.45207
Loan in the past year (% age 15+),GFDD.AI.14,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.14574,..,..,58.64676,..,..,..,57.75296
Loan in the past year (% age 15+),GFDD.AI.14,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.16754,..,..,50.36342,..,..,..,46.04032
Loan in the past year (% age 15+),GFDD.AI.14,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.50234,..,..,41.2605,..,..,..,37.39359
Loan in the past year (% age 15+),GFDD.AI.14,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.1427,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.63257,..,..,39.51316,..,..,..,41.361
Loan in the past year (% age 15+),GFDD.AI.14,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.00384,..,..,41.32123,..,..,..,51.0019
Loan in the past year (% age 15+),GFDD.AI.14,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.42174,..,..,65.7351,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,São Tomé and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.49935,..,..,54.31377,..,..,..,59.7272
Loan in the past year (% age 15+),GFDD.AI.14,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.72301,..,..,45.03236,..,..,..,51.78386
Loan in the past year (% age 15+),GFDD.AI.14,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.61299,..,..,40.50971,..,..,..,50.11619
Loan in the past year (% age 15+),GFDD.AI.14,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.55736,..,..,49.02482,..,..,..,53.74648
Loan in the past year (% age 15+),GFDD.AI.14,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.91315,..,..,50.44767,..,..,..,46.18291
Loan in the past year (% age 15+),GFDD.AI.14,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.06141,..,..,39.8032,..,..,..,45.35387
Loan in the past year (% age 15+),GFDD.AI.14,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.9892,..,..,48.09104,..,..,..,53.91577
Loan in the past year (% age 15+),GFDD.AI.14,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.97716,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.1297,..,..,53.10751,..,..,..,60.35442
Loan in the past year (% age 15+),GFDD.AI.14,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.46837,..,..,..,36.92307
Loan in the past year (% age 15+),GFDD.AI.14,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.88006,..,..,59.56334,..,..,..,57.91383
Loan in the past year (% age 15+),GFDD.AI.14,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.70801,..,..,34.64311,..,..,..,41.94748
Loan in the past year (% age 15+),GFDD.AI.14,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.50314,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.44515,..,..,54.15919,..,..,..,56.91208
Loan in the past year (% age 15+),GFDD.AI.14,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.80448,..,..,66.92171,..,..,..,68.4937
Loan in the past year (% age 15+),GFDD.AI.14,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,"Taiwan, China",TWN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.54561,..,..,58.64812,..,..,..,66.61973
Loan in the past year (% age 15+),GFDD.AI.14,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.07101,..,..,33.68155,..,..,..,31.75133
Loan in the past year (% age 15+),GFDD.AI.14,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.74023,..,..,41.22573,..,..,..,46.9666
Loan in the past year (% age 15+),GFDD.AI.14,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.05563,..,..,47.45831,..,..,..,55.88973
Loan in the past year (% age 15+),GFDD.AI.14,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.61823,..,..,40.27544,..,..,..,49.07672
Loan in the past year (% age 15+),GFDD.AI.14,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.55492,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.2205,..,..,45.08622,..,..,..,50.5834
Loan in the past year (% age 15+),GFDD.AI.14,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.0645,..,..,59.15201,..,..,..,64.97875
Loan in the past year (% age 15+),GFDD.AI.14,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.94153,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Loan in the past year (% age 15+),GFDD.AI.14,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.96974,..,..,66.12815,..,..,..,75.13025
