Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Bank Z-score,GFDD.SI.01,Sierra Leone,SLE,..,9.566015,5.187551,2.794639,4.296255,3.957631,2.730522,4.344736,4.798911,6.342023,..,..
Bank Z-score,GFDD.SI.01,Singapore,SGP,..,33.07765,35.28123,29.91776,30.30799,31.09669,31.47979,30.39888,30.09148,30.40521,28.14932,28.62815
Bank Z-score,GFDD.SI.01,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Bank Z-score,GFDD.SI.01,Slovak Republic,SVK,..,22.12504,26.04955,25.41874,25.37936,25.17801,24.57373,23.39309,22.45472,21.82637,21.19142,18.92566
Bank Z-score,GFDD.SI.01,Slovenia,SVN,..,3.912941,2.405031,-0.3259739,4.522314,5.031046,5.40246,5.510128,5.371148,5.114887,4.711134,4.485082
Bank Z-score,GFDD.SI.01,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
Bank Z-score,GFDD.SI.01,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
Bank Z-score,GFDD.SI.01,South Africa,ZAF,..,22.8938,15.86341,14.81967,14.72688,14.85629,16.06648,17.25503,15.94073,15.87728,13.42673,15.46206
Bank Z-score,GFDD.SI.01,South Sudan,SSD,..,..,3.672943,4.130285,..,..,..,4.289039,6.846589,8.104209,..,..
Bank Z-score,GFDD.SI.01,Spain,ESP,..,19.12008,13.64231,17.31865,18.74563,20.02979,20.35452,19.42108,20.27938,20.44179,16.41497,16.91558
Bank Z-score,GFDD.SI.01,Sri Lanka,LKA,..,..,36.1428,36.00288,36.22636,35.51081,36.23138,38.6281,35.95676,37.86711,34.32776,35.08618
Bank Z-score,GFDD.SI.01,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Bank Z-score,GFDD.SI.01,St. Lucia,LCA,..,..,2.21522,3.341492,..,..,-0.0174934,3.837077,4.902126,..,..,..
Bank Z-score,GFDD.SI.01,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Bank Z-score,GFDD.SI.01,Sudan,SDN,..,10.18421,27.5923,..,..,..,..,..,..,..,..,..
Bank Z-score,GFDD.SI.01,Suriname,SUR,..,..,10.7328,10.90247,11.82271,11.31005,4.516824,6.575426,6.982873,8.664505,..,..
Bank Z-score,GFDD.SI.01,Sweden,SWE,..,19.96354,27.67975,32.0802,30.10648,35.28246,35.88554,36.46971,37.74024,37.49242,38.10057,39.34783
Bank Z-score,GFDD.SI.01,Switzerland,CHE,..,12.61913,11.64402,15.6484,14.9826,15.62121,16.85371,19.02053,19.26855,16.18968,16.76671,15.33865
Bank Z-score,GFDD.SI.01,Syrian Arab Republic,SYR,..,..,2.849408,3.063167,3.344634,6.838799,5.753487,3.419148,3.113435,2.623254,9.372055,8.792208
Bank Z-score,GFDD.SI.01,"Taiwan, China",TWN,..,18.08447,16.99432,17.17094,17.89856,17.84764,18.48705,18.83605,19.02076,19.53437,18.52908,17.83395
Bank Z-score,GFDD.SI.01,Tajikistan,TJK,..,..,9.731053,15.77714,..,11.55853,18.21367,21.07333,20.97309,18.69821,13.97075,15.34032
Bank Z-score,GFDD.SI.01,Tanzania,TZA,..,..,15.53863,18.02408,18.89168,19.10769,20.63968,19.81609,19.07788,19.88124,20.59105,22.17841
Bank Z-score,GFDD.SI.01,Thailand,THA,..,3.143433,6.889478,7.276725,7.410934,7.614891,7.903003,8.129345,8.163969,8.738443,8.126854,7.883829
Bank Z-score,GFDD.SI.01,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..
Bank Z-score,GFDD.SI.01,Togo,TGO,..,..,9.926262,10.73865,..,5.290282,10.8687,8.087381,8.886737,9.571691,..,..
Bank Z-score,GFDD.SI.01,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
Bank Z-score,GFDD.SI.01,Trinidad and Tobago,TTO,..,17.23018,15.58006,13.2947,..,25.53329,23.41025,17.37579,..,23.68393,18.65594,21.36008
Bank Z-score,GFDD.SI.01,Tunisia,TUN,..,38.50254,27.04214,27.52403,31.44749,31.16502,32.3149,32.75764,32.28979,34.97545,34.96373,38.68149
Bank Z-score,GFDD.SI.01,Turkey,TUR,..,12.70103,12.54728,10.55661,11.04237,10.39792,10.64479,10.83999,10.53031,10.12361,9.152713,7.293731
Bank Z-score,GFDD.SI.01,Turkmenistan,TKM,..,..,..,..,..,43.35146,38.7388,36.26733,37.17676,40.62386,..,..
Bank Z-score,GFDD.SI.01,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Bank Z-score,GFDD.SI.01,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Bank Z-score,GFDD.SI.01,Uganda,UGA,..,10.50185,15.23922,14.00582,14.16196,13.19216,15.14695,16.19445,15.02385,16.70738,15.13282,16.67534
Bank Z-score,GFDD.SI.01,Ukraine,UKR,..,6.197718,5.752451,5.549157,4.335921,4.351729,3.860387,4.761672,6.016317,8.60972,6.299481,5.184459
Bank Z-score,GFDD.SI.01,United Arab Emirates,ARE,..,26.48033,25.89978,25.6896,25.85413,26.12293,25.03958,26.54524,25.3181,24.59051,22.13758,22.2884
Bank Z-score,GFDD.SI.01,United Kingdom,GBR,..,15.59074,8.717099,9.626945,11.64929,18.29168,17.51455,15.88067,18.69784,18.37656,17.62722,18.10662
Bank Z-score,GFDD.SI.01,United States,USA,..,27.01785,33.74696,33.92561,34.10872,34.13966,33.66898,33.62495,34.68312,35.16919,30.29941,31.06195
Bank Z-score,GFDD.SI.01,Uruguay,URY,..,5.768299,6.347547,6.102961,5.608903,5.536208,6.04098,7.863129,7.47792,7.862775,6.931973,6.076103
Bank Z-score,GFDD.SI.01,Uzbekistan,UZB,..,22.17722,7.533541,7.400607,7.107892,8.791997,7.46652,10.16162,9.80123,13.91469,11.46811,11.21105
Bank Z-score,GFDD.SI.01,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
Bank Z-score,GFDD.SI.01,"Venezuela, RB",VEN,..,9.530333,8.208526,7.061074,7.323114,..,..,..,12.87113,12.48392,15.00152,12.70259
Bank Z-score,GFDD.SI.01,Vietnam,VNM,..,9.61418,15.61944,15.32516,14.67904,13.85397,12.81347,12.60946,13.25171,13.02772,13.61867,14.66488
Bank Z-score,GFDD.SI.01,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Bank Z-score,GFDD.SI.01,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
Bank Z-score,GFDD.SI.01,"Yemen, Rep.",YEM,..,16.73997,24.42077,20.15785,..,18.60909,15.91475,16.7621,16.64952,17.66524,..,..
Bank Z-score,GFDD.SI.01,Zambia,ZMB,..,8.061995,10.19427,11.85641,12.87714,10.26718,10.32383,11.92899,8.958558,9.179658,6.457372,8.85603
Bank Z-score,GFDD.SI.01,Zimbabwe,ZWE,..,6.425017,5.439702,5.302338,5.057956,5.497109,5.268896,5.127896,5.264899,7.479496,7.084079,8.08499
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: Global Financial Development,,,,,,,,,,,,,,,
Last Updated: 09/23/2022,,,,,,,,,,,,,,,
Code,Indicator Name,Short definition,Long definition,Source,Topic
GFDD.SI.01,Bank Z-score,It captures the probability of default of a country's commercial banking system. Z-score compares the buffer of a country's commercial banking system (capitalization and returns) with the volatility of those returns.,"It captures the probability of default of a country's banking system. Z-score compares the buffer of a country's banking system (capitalization and returns) with the volatility of those returns. It is estimated as (ROA+(equity/assets))/sd(ROA); sd(ROA) is the standard deviation of ROA, calculated for country-years with no less than 5 bank-level observations. ROA, equity, and assets are country-level aggregate figures. Calculated from underlying bank-by-bank unconsolidated data from Bankscope and Orbis. The result is not reported if a country-year has less than 3 bank-level observations.","Bankscope (2000-14) and Orbis (2015-21), Bureau van Dijk (BvD)",Stability
